group	ec_number	pathwayid	pathway_id	pathway_name
group B	4.1.2.36	p620	620	Pyruvate metabolism
group B	4.1.2.4	p30	30	Pentose phosphate pathway
group B	4.1.2.40	p52	52	Galactose metabolism
group B	4.1.2.41	p360	360	Phenylalanine metabolism
group B	4.1.2.42	p470	470	D-Amino acid metabolism
group B	4.1.2.43	p30	30	Pentose phosphate pathway
group B	4.1.2.43	p40	40	Pentose and glucuronate interconversions
group B	4.1.2.43	p680	680	Methane metabolism
group B	4.1.2.44	p362	362	Benzoate degradation via hydroxylation
group B	4.1.2.45	p626	626	Naphthalene and anthracene degradation
group B	4.1.2.46	p460	460	Cyanoamino acid metabolism
group B	4.1.2.47	p460	460	Cyanoamino acid metabolism
group B	4.1.2.48	p260	260	"Glycine, serine and threonine metabolism"
group B	4.1.2.49	p260	260	"Glycine, serine and threonine metabolism"
group B	4.1.2.5	p260	260	"Glycine, serine and threonine metabolism"
group B	4.1.2.50	p790	790	Folate biosynthesis
group B	4.1.2.51	p30	30	Pentose phosphate pathway
group B	4.1.2.51	p52	52	Galactose metabolism
group B	4.1.2.52	p350	350	Tyrosine metabolism
group B	4.1.2.53	p51	51	Fructose and mannose metabolism
group B	4.1.2.54	p40	40	Pentose and glucuronate interconversions
group B	4.1.2.55	p30	30	Pentose phosphate pathway
group B	4.1.2.55	p52	52	Galactose metabolism
group B	4.1.2.56	p997	997	Biosynthesis of various other secondary metabolites
group B	4.1.2.59	p790	790	Folate biosynthesis
group B	4.1.2.60	p790	790	Folate biosynthesis
group B	4.1.2.61	p996	996	Biosynthesis of various alkaloids
group B	4.1.2.8	p402	402	Benzoxazinoid biosynthesis
group B	4.1.2.8	p999	999	Biosynthesis of various plant secondary metabolites
group B	4.1.2.9	p30	30	Pentose phosphate pathway
group B	4.1.2.9	p680	680	Methane metabolism
group B	4.1.2.9	p710	710	Carbon fixation in photosynthetic organisms
group B	4.1.3.-	p620	620	Pyruvate metabolism
group B	4.1.3.-	p624	624	1- and 2-Methylnaphthalene degradation
group B	4.1.3.1	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.1.3.13	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.1.3.16	p330	330	Arginine and proline metabolism
group B	4.1.3.16	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.1.3.17	p362	362	Benzoate degradation via hydroxylation
group B	4.1.3.17	p660	660	C5-Branched dibasic acid metabolism
group B	4.1.3.22	p660	660	C5-Branched dibasic acid metabolism
group B	4.1.3.24	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.1.3.24	p660	660	C5-Branched dibasic acid metabolism
group B	4.1.3.24	p680	680	Methane metabolism
group B	4.1.3.24	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.1.3.25	p660	660	C5-Branched dibasic acid metabolism
group B	4.1.3.25	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.1.3.26	p281	281	Geraniol degradation
group B	4.1.3.27	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.1.3.27	p405	405	Phenazine biosynthesis
group B	4.1.3.3	p520	520	Amino sugar and nucleotide sugar metabolism
group B	4.1.3.30	p640	640	Propanoate metabolism
group B	4.1.3.32	p760	760	Nicotinate and nicotinamide metabolism
group B	4.1.3.34	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.1.3.36	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group B	4.1.3.38	p790	790	Folate biosynthesis
group B	4.1.3.39	p360	360	Phenylalanine metabolism
group B	4.1.3.39	p362	362	Benzoate degradation via hydroxylation
group B	4.1.3.39	p621	621	Dioxin degradation
group B	4.1.3.39	p622	622	Toluene and xylene degradation
group B	4.1.3.4	p72	72	Synthesis and degradation of ketone bodies
group B	4.1.3.4	p280	280	"Valine, leucine and isoleucine degradation"
group B	4.1.3.4	p281	281	Geraniol degradation
group B	4.1.3.4	p650	650	Butanoate metabolism
group B	4.1.3.40	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group B	4.1.3.42	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.1.3.43	p622	622	Toluene and xylene degradation
group B	4.1.3.45	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.1.3.6	p20	20	Citrate cycle (TCA cycle)
group B	4.1.99.-	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group B	4.1.99.-	p626	626	Naphthalene and anthracene degradation
group B	4.1.99.1	p380	380	Tryptophan metabolism
group B	4.1.99.11	p623	623	"2,4-Dichlorobenzoate degradation"
group B	4.1.99.12	p740	740	Riboflavin metabolism
group B	4.1.99.16	p909	909	Sesquiterpenoid biosynthesis
group B	4.1.99.17	p730	730	Thiamine metabolism
group B	4.1.99.18	p790	790	Folate biosynthesis
group B	4.1.99.19	p730	730	Thiamine metabolism
group B	4.1.99.2	p350	350	Tyrosine metabolism
group B	4.1.99.20	p997	997	Biosynthesis of various other secondary metabolites
group B	4.1.99.22	p790	790	Folate biosynthesis
group B	4.1.99.23	p860	860	Porphyrin and chlorophyll metabolism
group B	4.1.99.24	p997	997	Biosynthesis of various other secondary metabolites
group B	4.1.99.5	p73	73	"Cutin, suberine and wax biosynthesis"
group B	4.2.1.-	p40	40	Pentose and glucuronate interconversions
group B	4.2.1.-	p61	61	Fatty acid biosynthesis
group B	4.2.1.-	p253	253	Tetracycline biosynthesis
group B	4.2.1.-	p300	300	Lysine biosynthesis
group B	4.2.1.-	p350	350	Tyrosine metabolism
group B	4.2.1.-	p362	362	Benzoate degradation via hydroxylation
group B	4.2.1.-	p363	363	Bisphenol A degradation
group B	4.2.1.-	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.1.-	p623	623	"2,4-Dichlorobenzoate degradation"
group B	4.2.1.-	p626	626	Naphthalene and anthracene degradation
group B	4.2.1.-	p650	650	Butanoate metabolism
group B	4.2.1.-	p860	860	Porphyrin and chlorophyll metabolism
group B	4.2.1.-	p903	903	Limonene and pinene degradation
group B	4.2.1.-	p1056	1056	Biosynthesis of type II polyketide backbone
group B	4.2.1.-	p1057	1057	Biosynthesis of type II polyketide products
group B	4.2.1.1	p910	910	Nitrogen metabolism
group B	4.2.1.10	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.1.100	p362	362	Benzoate degradation via hydroxylation
group B	4.2.1.101	p360	360	Phenylalanine metabolism
group B	4.2.1.103	p930	930	Caprolactam degradation
group B	4.2.1.104	p910	910	Nitrogen metabolism
group B	4.2.1.105	p943	943	Isoflavonoid biosynthesis
group B	4.2.1.106	p121	121	Secondary bile acid biosynthesis
group B	4.2.1.107	p120	120	Primary bile acid biosynthesis
group B	4.2.1.108	p260	260	"Glycine, serine and threonine metabolism"
group B	4.2.1.109	p270	270	Cysteine and methionine metabolism
group B	4.2.1.11	p10	10	Glycolysis / Gluconeogenesis
group B	4.2.1.11	p680	680	Methane metabolism
group B	4.2.1.112	p625	625	Tetrachloroethene degradation
group B	4.2.1.113	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group B	4.2.1.114	p300	300	Lysine biosynthesis
group B	4.2.1.114	p680	680	Methane metabolism
group B	4.2.1.115	p520	520	Amino sugar and nucleotide sugar metabolism
group B	4.2.1.115	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	4.2.1.116	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.117	p640	640	Propanoate metabolism
group B	4.2.1.118	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.1.118	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group B	4.2.1.119	p1040	1040	Biosynthesis of unsaturated fatty acids
group B	4.2.1.12	p30	30	Pentose phosphate pathway
group B	4.2.1.120	p650	650	Butanoate metabolism
group B	4.2.1.120	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.123	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.1.124	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.1.125	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.1.125	p999	999	Biosynthesis of various plant secondary metabolites
group B	4.2.1.126	p520	520	Amino sugar and nucleotide sugar metabolism
group B	4.2.1.127	p902	902	Monoterpenoid biosynthesis
group B	4.2.1.128	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.1.129	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.1.130	p620	620	Pyruvate metabolism
group B	4.2.1.131	p906	906	Carotenoid biosynthesis
group B	4.2.1.132	p622	622	Toluene and xylene degradation
group B	4.2.1.133	p904	904	Diterpenoid biosynthesis
group B	4.2.1.134	p62	62	Fatty acid elongation in mitochondria
group B	4.2.1.134	p1040	1040	Biosynthesis of unsaturated fatty acids
group B	4.2.1.135	p520	520	Amino sugar and nucleotide sugar metabolism
group B	4.2.1.135	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	4.2.1.135	p552	552	Teichoic acid biosynthesis
group B	4.2.1.138	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.1.139	p943	943	Isoflavonoid biosynthesis
group B	4.2.1.140	p30	30	Pentose phosphate pathway
group B	4.2.1.140	p52	52	Galactose metabolism
group B	4.2.1.141	p40	40	Pentose and glucuronate interconversions
group B	4.2.1.141	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.142	p254	254	Aflatoxin biosynthesis
group B	4.2.1.143	p254	254	Aflatoxin biosynthesis
group B	4.2.1.144	p1051	1051	Biosynthesis of ansamycins
group B	4.2.1.146	p40	40	Pentose and glucuronate interconversions
group B	4.2.1.147	p680	680	Methane metabolism
group B	4.2.1.148	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.2.1.148	p660	660	C5-Branched dibasic acid metabolism
group B	4.2.1.148	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.151	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group B	4.2.1.153	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.154	p1057	1057	Biosynthesis of type II polyketide products
group B	4.2.1.155	p920	920	Sulfur metabolism
group B	4.2.1.159	p523	523	Polyketide sugar unit biosynthesis
group B	4.2.1.159	p1055	1055	Biosynthesis of vancomycin group antibiotics
group B	4.2.1.160	p790	790	Folate biosynthesis
group B	4.2.1.161	p906	906	Carotenoid biosynthesis
group B	4.2.1.164	p523	523	Polyketide sugar unit biosynthesis
group B	4.2.1.165	p860	860	Porphyrin and chlorophyll metabolism
group B	4.2.1.166	p440	440	Phosphonate and phosphinate metabolism
group B	4.2.1.168	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	4.2.1.169	p860	860	Porphyrin and chlorophyll metabolism
group B	4.2.1.17	p62	62	Fatty acid elongation in mitochondria
group B	4.2.1.17	p71	71	Fatty acid metabolism
group B	4.2.1.17	p280	280	"Valine, leucine and isoleucine degradation"
group B	4.2.1.17	p281	281	Geraniol degradation
group B	4.2.1.17	p310	310	Lysine degradation
group B	4.2.1.17	p360	360	Phenylalanine metabolism
group B	4.2.1.17	p362	362	Benzoate degradation via hydroxylation
group B	4.2.1.17	p380	380	Tryptophan metabolism
group B	4.2.1.17	p410	410	beta-Alanine metabolism
group B	4.2.1.17	p592	592	alpha-Linolenic acid metabolism
group B	4.2.1.17	p627	627	"1,4-Dichlorobenzene degradation"
group B	4.2.1.17	p640	640	Propanoate metabolism
group B	4.2.1.17	p650	650	Butanoate metabolism
group B	4.2.1.17	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.17	p903	903	Limonene and pinene degradation
group B	4.2.1.17	p930	930	Caprolactam degradation
group B	4.2.1.17	p1040	1040	Biosynthesis of unsaturated fatty acids
group B	4.2.1.170	p966	966	Glucosinolate biosynthesis
group B	4.2.1.171	p330	330	Arginine and proline metabolism
group B	4.2.1.172	p330	330	Arginine and proline metabolism
group B	4.2.1.173	p904	904	Diterpenoid biosynthesis
group B	4.2.1.176	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.18	p280	280	"Valine, leucine and isoleucine degradation"
group B	4.2.1.180	p623	623	"2,4-Dichlorobenzoate degradation"
group B	4.2.1.19	p340	340	Histidine metabolism
group B	4.2.1.2	p20	20	Citrate cycle (TCA cycle)
group B	4.2.1.2	p620	620	Pyruvate metabolism
group B	4.2.1.2	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.20	p260	260	"Glycine, serine and threonine metabolism"
group B	4.2.1.20	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.1.22	p260	260	"Glycine, serine and threonine metabolism"
group B	4.2.1.22	p270	270	Cysteine and methionine metabolism
group B	4.2.1.24	p860	860	Porphyrin and chlorophyll metabolism
group B	4.2.1.25	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.27	p410	410	beta-Alanine metabolism
group B	4.2.1.27	p640	640	Propanoate metabolism
group B	4.2.1.27	p650	650	Butanoate metabolism
group B	4.2.1.28	p561	561	Glycerolipid metabolism
group B	4.2.1.28	p640	640	Propanoate metabolism
group B	4.2.1.3	p20	20	Citrate cycle (TCA cycle)
group B	4.2.1.3	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.2.1.3	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.30	p561	561	Glycerolipid metabolism
group B	4.2.1.31	p650	650	Butanoate metabolism
group B	4.2.1.32	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.2.1.33	p290	290	"Valine, leucine and isoleucine biosynthesis"
group B	4.2.1.34	p660	660	C5-Branched dibasic acid metabolism
group B	4.2.1.35	p290	290	"Valine, leucine and isoleucine biosynthesis"
group B	4.2.1.35	p660	660	C5-Branched dibasic acid metabolism
group B	4.2.1.36	p300	300	Lysine biosynthesis
group B	4.2.1.39	p30	30	Pentose phosphate pathway
group B	4.2.1.40	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.41	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.42	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.43	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.44	p562	562	Inositol phosphate metabolism
group B	4.2.1.45	p520	520	Amino sugar and nucleotide sugar metabolism
group B	4.2.1.45	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	4.2.1.46	p521	521	Streptomycin biosynthesis
group B	4.2.1.46	p523	523	Polyketide sugar unit biosynthesis
group B	4.2.1.46	p525	525	Acarbose and validamycin biosynthesis
group B	4.2.1.46	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	4.2.1.46	p1055	1055	Biosynthesis of vancomycin group antibiotics
group B	4.2.1.47	p51	51	Fructose and mannose metabolism
group B	4.2.1.47	p520	520	Amino sugar and nucleotide sugar metabolism
group B	4.2.1.47	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	4.2.1.48	p470	470	D-Amino acid metabolism
group B	4.2.1.49	p340	340	Histidine metabolism
group B	4.2.1.5	p53	53	Ascorbate and aldarate metabolism
group B	4.2.1.51	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.1.54	p640	640	Propanoate metabolism
group B	4.2.1.54	p643	643	Styrene degradation
group B	4.2.1.55	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.2.1.55	p650	650	Butanoate metabolism
group B	4.2.1.55	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	4.2.1.56	p660	660	C5-Branched dibasic acid metabolism
group B	4.2.1.57	p281	281	Geraniol degradation
group B	4.2.1.59	p61	61	Fatty acid biosynthesis
group B	4.2.1.59	p780	780	Biotin metabolism
group B	4.2.1.6	p52	52	Galactose metabolism
group B	4.2.1.65	p460	460	Cyanoamino acid metabolism
group B	4.2.1.66	p460	460	Cyanoamino acid metabolism
group B	4.2.1.68	p51	51	Fructose and mannose metabolism
group B	4.2.1.69	p791	791	Atrazine degradation
group B	4.2.1.7	p40	40	Pentose and glucuronate interconversions
group B	4.2.1.70	p240	240	Pyrimidine metabolism
group B	4.2.1.74	p62	62	Fatty acid elongation in mitochondria
group B	4.2.1.74	p71	71	Fatty acid metabolism
group B	4.2.1.75	p860	860	Porphyrin and chlorophyll metabolism
group B	4.2.1.76	p520	520	Amino sugar and nucleotide sugar metabolism
group B	4.2.1.77	p330	330	Arginine and proline metabolism
group B	4.2.1.78	p950	950	Isoquinoline alkaloid biosynthesis
group B	4.2.1.79	p640	640	Propanoate metabolism
group B	4.2.1.8	p40	40	Pentose and glucuronate interconversions
group B	4.2.1.80	p360	360	Phenylalanine metabolism
group B	4.2.1.80	p362	362	Benzoate degradation via hydroxylation
group B	4.2.1.80	p621	621	Dioxin degradation
group B	4.2.1.80	p622	622	Toluene and xylene degradation
group B	4.2.1.82	p40	40	Pentose and glucuronate interconversions
group B	4.2.1.83	p362	362	Benzoate degradation via hydroxylation
group B	4.2.1.84	p364	364	Fluorobenzoate degradation
group B	4.2.1.84	p380	380	Tryptophan metabolism
group B	4.2.1.84	p627	627	"1,4-Dichlorobenzene degradation"
group B	4.2.1.84	p643	643	Styrene degradation
group B	4.2.1.85	p760	760	Nicotinate and nicotinamide metabolism
group B	4.2.1.9	p290	290	"Valine, leucine and isoleucine biosynthesis"
group B	4.2.1.9	p770	770	Pantothenate and CoA biosynthesis
group B	4.2.1.90	p51	51	Fructose and mannose metabolism
group B	4.2.1.91	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.1.92	p592	592	alpha-Linolenic acid metabolism
group B	4.2.1.96	p790	790	Folate biosynthesis
group B	4.2.1.99	p640	640	Propanoate metabolism
group B	4.2.2.11	p51	51	Fructose and mannose metabolism
group B	4.2.2.2	p40	40	Pentose and glucuronate interconversions
group B	4.2.2.3	p51	51	Fructose and mannose metabolism
group B	4.2.2.6	p40	40	Pentose and glucuronate interconversions
group B	4.2.2.9	p40	40	Pentose and glucuronate interconversions
group B	4.2.3.-	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.-	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.1	p260	260	"Glycine, serine and threonine metabolism"
group B	4.2.3.1	p750	750	Vitamin B6 metabolism
group B	4.2.3.10	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.103	p904	904	Diterpenoid biosynthesis
group B	4.2.3.104	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.107	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.108	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.11	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.111	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.116	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.117	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.119	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.12	p790	790	Folate biosynthesis
group B	4.2.3.120	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.124	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group B	4.2.3.13	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.131	p904	904	Diterpenoid biosynthesis
group B	4.2.3.132	p904	904	Diterpenoid biosynthesis
group B	4.2.3.134	p310	310	Lysine degradation
group B	4.2.3.137	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.138	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.140	p904	904	Diterpenoid biosynthesis
group B	4.2.3.141	p904	904	Diterpenoid biosynthesis
group B	4.2.3.144	p904	904	Diterpenoid biosynthesis
group B	4.2.3.146	p997	997	Biosynthesis of various other secondary metabolites
group B	4.2.3.147	p904	904	Diterpenoid biosynthesis
group B	4.2.3.15	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.152	p525	525	Acarbose and validamycin biosynthesis
group B	4.2.3.153	p680	680	Methane metabolism
group B	4.2.3.16	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.17	p904	904	Diterpenoid biosynthesis
group B	4.2.3.18	p904	904	Diterpenoid biosynthesis
group B	4.2.3.183	p904	904	Diterpenoid biosynthesis
group B	4.2.3.186	p904	904	Diterpenoid biosynthesis
group B	4.2.3.19	p904	904	Diterpenoid biosynthesis
group B	4.2.3.2	p564	564	Glycerophospholipid metabolism
group B	4.2.3.20	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.21	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.22	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.23	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.24	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.25	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.26	p902	902	Monoterpenoid biosynthesis
group B	4.2.3.27	p900	900	Terpenoid backbone biosynthesis
group B	4.2.3.28	p904	904	Diterpenoid biosynthesis
group B	4.2.3.29	p904	904	Diterpenoid biosynthesis
group B	4.2.3.3	p620	620	Pyruvate metabolism
group B	4.2.3.3	p640	640	Propanoate metabolism
group B	4.2.3.30	p904	904	Diterpenoid biosynthesis
group B	4.2.3.32	p904	904	Diterpenoid biosynthesis
group B	4.2.3.33	p904	904	Diterpenoid biosynthesis
group B	4.2.3.34	p904	904	Diterpenoid biosynthesis
group B	4.2.3.35	p904	904	Diterpenoid biosynthesis
group B	4.2.3.36	p998	998	Biosynthesis of various antibiotics
group B	4.2.3.37	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.38	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.39	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.4	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.3.40	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.42	p904	904	Diterpenoid biosynthesis
group B	4.2.3.43	p904	904	Diterpenoid biosynthesis
group B	4.2.3.44	p904	904	Diterpenoid biosynthesis
group B	4.2.3.45	p904	904	Diterpenoid biosynthesis
group B	4.2.3.46	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.47	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.48	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.49	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.5	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	4.2.3.50	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.55	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.56	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.57	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.58	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.59	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.6	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.60	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.61	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.66	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.67	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.69	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.7	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.7	p998	998	Biosynthesis of various antibiotics
group B	4.2.3.70	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.71	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.73	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.75	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.76	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.78	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.79	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.8	p904	904	Diterpenoid biosynthesis
group B	4.2.3.86	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.89	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.9	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.90	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.96	p909	909	Sesquiterpenoid biosynthesis
group B	4.2.3.99	p904	904	Diterpenoid biosynthesis
group B	4.2.99.20	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group B	4.2.99.21	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group B	4.2.99.24	p950	950	Isoquinoline alkaloid biosynthesis
group B	4.3.1.1	p250	250	"Alanine, aspartate and glutamate metabolism"
group B	4.3.1.1	p910	910	Nitrogen metabolism
group B	4.3.1.12	p330	330	Arginine and proline metabolism
group B	4.3.1.14	p310	310	Lysine degradation
group B	4.3.1.17	p260	260	"Glycine, serine and threonine metabolism"
group B	4.3.1.17	p270	270	Cysteine and methionine metabolism
group B	4.3.1.18	p260	260	"Glycine, serine and threonine metabolism"
group B	4.3.1.18	p470	470	D-Amino acid metabolism
group B	4.3.1.19	p260	260	"Glycine, serine and threonine metabolism"
group B	4.3.1.19	p290	290	"Valine, leucine and isoleucine biosynthesis"
group B	4.3.1.2	p630	630	Glyoxylate and dicarboxylate metabolism
group B	4.3.1.2	p660	660	C5-Branched dibasic acid metabolism
group B	4.3.1.22	p350	350	Tyrosine metabolism
group B	4.3.1.23	p350	350	Tyrosine metabolism
group B	4.3.1.23	p940	940	Phenylpropanoid biosynthesis
group B	4.3.1.24	p360	360	Phenylalanine metabolism
group B	4.3.1.24	p940	940	Phenylpropanoid biosynthesis
group B	4.3.1.25	p360	360	Phenylalanine metabolism
group B	4.3.1.25	p940	940	Phenylpropanoid biosynthesis
group B	4.3.1.29	p30	30	Pentose phosphate pathway
group B	4.3.1.3	p340	340	Histidine metabolism
group B	4.3.1.30	p523	523	Polyketide sugar unit biosynthesis
group B	4.3.1.32	p680	680	Methane metabolism
group B	4.3.1.4	p670	670	One carbon pool by folate
group B	4.3.1.6	p410	410	beta-Alanine metabolism
group B	4.3.1.6	p640	640	Propanoate metabolism
group B	4.3.1.7	p564	564	Glycerophospholipid metabolism
group B	4.3.1.9	p30	30	Pentose phosphate pathway
group B	4.3.2.1	p220	220	Arginine biosynthesis
group B	4.3.2.1	p250	250	"Alanine, aspartate and glutamate metabolism"
group B	4.3.2.1	p330	330	Arginine and proline metabolism
group B	4.3.2.10	p340	340	Histidine metabolism
group B	4.3.2.2	p230	230	Purine metabolism
group B	4.3.2.2	p250	250	"Alanine, aspartate and glutamate metabolism"
group B	4.3.2.3	p230	230	Purine metabolism
group B	4.3.2.6	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group B	4.3.2.7	p480	480	Glutathione metabolism
group B	4.3.2.9	p480	480	Glutathione metabolism
group B	4.3.3.-	p564	564	Glycerophospholipid metabolism
group B	4.3.3.2	p901	901	Indole alkaloid biosynthesis
group B	4.3.3.3	p950	950	Isoquinoline alkaloid biosynthesis
group B	4.3.3.4	p950	950	Isoquinoline alkaloid biosynthesis
group B	4.3.3.5	p404	404	Staurosporine biosynthesis
group B	4.3.3.6	p750	750	Vitamin B6 metabolism
group B	4.3.3.7	p261	261	Monobactam biosynthesis
group B	4.3.3.7	p300	300	Lysine biosynthesis
group B	4.3.99.3	p790	790	Folate biosynthesis
group B	4.3.99.5	p998	998	Biosynthesis of various antibiotics
group B	4.4.1.-	p380	380	Tryptophan metabolism
group B	4.4.1.-	p966	966	Glucosinolate biosynthesis
group B	4.4.1.1	p260	260	"Glycine, serine and threonine metabolism"
group B	4.4.1.1	p270	270	Cysteine and methionine metabolism
group B	4.4.1.1	p450	450	Selenoamino acid metabolism
group B	4.4.1.10	p270	270	Cysteine and methionine metabolism
group B	4.4.1.10	p430	430	Taurine and hypotaurine metabolism
group B	4.4.1.11	p270	270	Cysteine and methionine metabolism
group B	4.4.1.11	p450	450	Selenoamino acid metabolism
group B	4.4.1.13	p270	270	Cysteine and methionine metabolism
